Graduation Year,Role,Employer,Company's Industry,Role Category,Tag 1,Tag 2,Tag 3,Career Webpage,Specify Other Industry,POST,Comments,Confidence Score
2025,Bartender,The BeachHouse Seafood and Fine Dining,Other,Business & Enterprise,Business & Enterprise,,,https://www.thebeachhouserestaurant.ca/about/#careers,Food/Hospitality,PRE,,40
2025,Associate,The Stewart Group Inc.,Consulting,Business & Enterprise,Business & Enterprise,,,https://www.thestewartgroup.ca/join-us,,POST,Started during degree,70
2025,Summer Analyst,The Stewart Group Inc.,Consulting,Business & Enterprise,Business & Enterprise,,,https://www.thestewartgroup.ca/join-us,,PRE,,70
2025,"Translator, Live Support",TOUR Organizing Committee,Other,Business & Enterprise,Business & Enterprise,,,,Tourism/Communications,PRE,,40
2025,Growth and Strategy Analyst,Trudent,Other,Marketing & Communications,Marketing & Communications,Consulting & Advisory,,https://www.linkedin.com/company/trudent/about/,,POST,,85
2025,Service Delivery Analyst,Trulioo,Other,Business & Enterprise,Business & Enterprise,,,https://www.trulioo.com/company/careers,Software Development,PRE,,70
2025,Marketing Manager,Tutti Mimo,Other,Marketing & Communications,Marketing & Communications,,,https://www.instagram.com/tuttimimo/,Retail,PRE,,85
2025,BIE Peer Academic Advisor,UBC,Academia,Post-Secondary Institution,Post-Secondary Institution,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,,80
2025,Chapman Learning Commons Project Assistant,UBC,Academia,Post-Secondary Institution,Administration and Office Management,,,https://hr.ubc.ca/careers,,PRE,,80
2025,Student Ambassador,UBC,Academia,Post-Secondary Institution,Post-Secondary Institution,,,https://hr.ubc.ca/careers,,PRE,,80
2025,Teaching Assistant,UBC,Academia,Post-Secondary Institution,Administration and Office Management,Academia,,https://hr.ubc.ca/careers,,PRE,,80
2025,Arts Peer Advisor,UBC,Academia,Post-Secondary Institution,Post-Secondary Institution,,,https://hr.ubc.ca/careers,,PRE,,80
2025,Jumpstart Orientation Leader,UBC,Academia,Post-Secondary Institution,Post-Secondary Institution,,,https://hr.ubc.ca/careers,,PRE,,80
2025,Orientation Leader,UBC,Academia,Post-Secondary Institution,Post-Secondary Institution,,,https://hr.ubc.ca/careers,,PRE,,80
2025,Peer Mentor,UBC,Academia,Post-Secondary Institution,Post-Secondary Institution,,,https://hr.ubc.ca/careers,,PRE,,80
2025,Student Financial Management Assistant,UBC,Academia,Finance & Banking,Administration and Office Management,Finance & Banking,,https://hr.ubc.ca/careers,,PRE,,80
2025,Teaching Assistant- ECON 102 Macroeconomics,UBC,Academia,Post-Secondary Institution,Administration and Office Management,Economics,Academia,https://hr.ubc.ca/careers,,PRE,,80
2025,Teaching Assistant- ECON 255,UBC,Academia,Post-Secondary Institution,Administration and Office Management,Academia,,https://hr.ubc.ca/careers,,PRE,,80
2025,Teaching Assistant-CPSC 430,UBC,Academia,Post-Secondary Institution,Administration and Office Management,Academia,,https://hr.ubc.ca/careers,,PRE,,80
2025,Finance Assistant Worklearn,UBC,Academia,Finance & Banking,Administration and Office Management,,,https://hr.ubc.ca/careers,,PRE,,80
2025,Finance Assistant Worklearn and Project Manager,UBC,Academia,Finance & Banking,Administration and Office Management,Project / Program Development,,https://hr.ubc.ca/careers,,PRE,,80
2025,COMET Project Research Assistant to Dr. Jonathan Graves,UBC,Academia,Research,Administration and Office Management,Research,,https://hr.ubc.ca/careers,,PRE,,80
2025,Project Researcher,UBC,Academia,Research,Research,,,https://hr.ubc.ca/careers,,PRE,,80
2025,Research Assistant,UBC,Academia,Research,Administration and Office Management,Research,,https://hr.ubc.ca/careers,,PRE,,80
2025,Research Assistant,UBC,Academia,Research,Administration and Office Management,Research,,https://hr.ubc.ca/careers,,PRE,,80
2025,Research Intern,UBC,Academia,Research,Internships,Research,,https://hr.ubc.ca/careers,,PRE,,80
2025,Residence Advisor,UBC ,Academia,Post-Secondary Institution,Post-Secondary Institution,,,https://hr.ubc.ca/careers,,PRE,,80
2025,Employer & Alumni Engagement Assistant,UBC Career Centre,Academia,Post-Secondary Institution,Administration and Office Management,,,https://students.ubc.ca/about-student-services/ubc-career-centre/,,PRE,,80
2025,First Year Experience Student Coordinator,UBC Career Centre,Academia,Post-Secondary Institution,Post-Secondary Institution,,,https://students.ubc.ca/about-student-services/ubc-career-centre/,,PRE,,80
2025,Collegia Advisor - First Year Exerience Team,UBC Centre for Student Involvement & Careers,Academia,Post-Secondary Institution,Post-Secondary Institution,,,https://students.ubc.ca/about-student-services/ubc-career-centre/,,PRE,,80
2025,Senior Collegia Advisor,UBC Centre for Student Involvement & Careers,Academia,Post-Secondary Institution,Post-Secondary Institution,,,https://students.ubc.ca/about-student-services/ubc-career-centre/,,PRE,,80
2025,Learning Technology Rover,"UBC Centre for Teaching, Learning and Technology",Academia,Post-Secondary Institution,Post-Secondary Institution,,,https://ctlt.ubc.ca/?query-4-search-1=&query-4-page=1,IT,PRE,,80
2025,Cultural Assistant,UBC English Language Institute,Academia,Post-Secondary Institution,Administration and Office Management,,,https://eli.ubc.ca/apply-now/,,PRE,,80
2025,Finance Assistant,UBC Faculty of Land and Food Systems,Academia,Finance & Banking,Administration and Office Management,,,https://www.landfood.ubc.ca/,,PRE,,80
2025,Research Assistant,UBC REX Program,Academia,Research,Administration and Office Management,Research,,https://www.linkedin.com/company/ubcuro/about/,,PRE,,80
2025,Teaching Assistant- Strategic Management (COMM 491),UBC Sauder,Academia,Post-Secondary Institution,Administration and Office Management,Academia,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,,80
2025,Teaching Assistant,UBC Sauder School of Business,Academia,Post-Secondary Institution,Administration and Office Management,Academia,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,,80
2025,Teaching Assistant,UBC Sauder School of Business,Academia,Post-Secondary Institution,Administration and Office Management,Academia,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,,80
2025,Teaching Assistant - COEC 381 (Investment Theory),UBC Sauder School of Business,Academia,Post-Secondary Institution,Administration and Office Management,Academia,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,,80
2025,Research Assistant,UBC Sauder School of Business,Academia,Research,Administration and Office Management,Research,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,,80
2025,"Climate-Focused Reporting Analyst, BMO SME Climate Clinic",UBC Sauder School of Business,Academia,Post-Secondary Institution,Post-Secondary Institution,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,,80
2025,Climate Policy Research Assistant,UBC School of Public Policy and Global Affairs (SPPGA),Academia,Research,Administration and Office Management,Policy,Research,https://sppga.ubc.ca/about/opportunities/,,PRE,,80
2025,Partnership Associate,Uber,Other,Business & Enterprise,Business & Enterprise,,,https://www.uber.com/ca/en/careers/?uclick_id=a5dcb1fd-85b7-4481-8f7b-b0faad46ff77,,POST,,70
2025,Strategic Partnerships Associate,Uber,Other,Business & Enterprise,Business & Enterprise,,,https://www.uber.com/ca/en/careers/?uclick_id=a5dcb1fd-85b7-4481-8f7b-b0faad46ff78,Internet Marketplace,PRE,,70
2025,Non-Profit Foundation Advisor,UHUBOR COMMUNICATIONS,Other,Business & Enterprise,Non-Profit Organizations (NPO's),,,http://uhuboredu.com/en/,Software Development,PRE,,40
2025,Project Mentor and Coach,UHUBOR COMMUNICATIONS,Other,Business & Enterprise,Business & Enterprise,,,http://uhuboredu.com/en/,Software Development,PRE,,40
2025,Carbon Offsets Research Assistant,UHUBOR COMMUNICATIONS,Other,Research,Administration and Office Management,Research,,http://uhuboredu.com/en/,Software Development,PRE,,80
2025,Business Analysis Intern,Ultralogix,Data Science,Business & Enterprise,Internships,,,https://www.ultralogix.ca/,,PRE,,40
2025,Youth Worker,United Nations Association of Pakistan (UNAP),Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Business & Enterprise,,,https://una.org.pk/individuals/,,PRE,,40
2025,Research Assistant,Universidad de Piura,Academia,Research,Administration and Office Management,Research,,https://www.udep.edu.pe/,,PRE,,80
2025,Impact Strategy Analyst - Financial Health & Inclusion,Vancity,Wealth Management,Consulting & Advisory,Finance & Banking,Consulting & Advisory,,https://www.vancity.com/careers/,Health,PRE,,85
2025,Cardholder Care Agent,Vancity,Wealth Management,Business & Enterprise,Business & Enterprise,,,https://www.vancity.com/careers/,,POST,,40
2025,Business Operations Associate,Vancouver Aquarium,Other,Business & Enterprise,Operations and Supply Chain Management,,,https://www.vanaqua.org/Careers,Tourism &Education/Hospitality,PRE,,80
2025,Customer Service Representative,Vancouver Bullion & Currency Exchange (VBCE),Finance - Sales and Trading,Business & Enterprise,Customer Experience and Service Management,,,https://www.vbce.ca/careers,,PRE,,40
2025,Exhibit Services Ambassador,Vancouver Convention Centre,Other,Business & Enterprise,Business & Enterprise,,,https://www.vancouverconventioncentre.com/careers,Hospitality,POST,Started during degree,40
2025,Guest Services Coordinator,Vancouver Convention Centre,Other,Business & Enterprise,Business & Enterprise,,,https://www.vancouverconventioncentre.com/careers,Hospitality,POST,Started during degree,70
2025,Research Assistant,Vancouver Local Immigration Partnership,Government and NGO's/No-Profit Organizations (NPOs),Research,Administration and Office Management,Research,,https://vancouverlip.org/home-v1,,PRE,,80
2025,Research intern,VSE,Academia,Research,Internships,Research,,https://economics.ubc.ca/about/job-opportunities/,,POST,Started during degree,80
2025,Research Assistant,VSE,Academia,Research,Administration and Office Management,Research,,https://economics.ubc.ca/about/job-opportunities/,,PRE,,80
2025,Research Assistant,VSE,Academia,Research,Administration and Office Management,Research,,https://economics.ubc.ca/about/job-opportunities/,,PRE,,80
2025,Research Assistant,VSE,Academia,Research,Administration and Office Management,Research,,https://economics.ubc.ca/about/job-opportunities/,,PRE,,80
2025,Research Assistant,VSE,Academia,Research,Administration and Office Management,Research,,https://economics.ubc.ca/about/job-opportunities/,,PRE,,80
2025,Research Assistant,VSE,Academia,Research,Administration and Office Management,Research,,https://economics.ubc.ca/about/job-opportunities/,,PRE,,80
2025,Summer Research Assistant,VSE,Academia,Research,Administration and Office Management,Research,,https://economics.ubc.ca/about/job-opportunities/,,POST,,80
2025,Research Assistant,VSE,Academia,Research,Administration and Office Management,Research,,https://economics.ubc.ca/about/job-opportunities/,,PRE,,80
2025,Business Development and Events Coordinator,VSE,Academia,Business & Enterprise,Sales / Business Development,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,,70
2025,Undergraduate Research Assistant,VSE,Academia,Research,Administration and Office Management,Research,,https://economics.ubc.ca/about/job-opportunities/,,PRE,,80
2025,Teaching Assistant- Corporate Finance,VSE,Academia,Finance & Banking,Administration and Office Management,Academia,,https://economics.ubc.ca/about/job-opportunities/,,PRE,,80
2025,Research assistant,VSE,Academia,Research,Administration and Office Management,Research,,https://economics.ubc.ca/about/job-opportunities/,,PRE,,80
2025,Research Assistant & Undergraduate Academic Assistant,VSE,Academia,Research,Administration and Office Management,Research,,https://economics.ubc.ca/about/job-opportunities/,,PRE,,80
2025,Research Intern,VSE,Academia,Research,Internships,Research,,https://economics.ubc.ca/about/job-opportunities/,,PRE,,80
2025,Business Analysis and Data Management Coordinator,VSECC,Academia,Data Science & Analytics,Data Science & Analytics,Technology,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,POST,,85
2025,Business Development Coordinator,VSECC,Academia,Business & Enterprise,Sales / Business Development,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,,70
2025,Program Developer,VSECC,Academia,Technology,Software Development,Technology,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,,85
2025,Program Development Coordinator,VSECC,Academia,Business & Enterprise,Business & Enterprise,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,,70
2025,Data Analytics Portfolio Lead,VSECC,Academia,Data Science & Analytics,Finance & Banking,Data Science & Analytics,Technology,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,,85
2025,Research Intern,Women's Economic Council,Government and NGO's/No-Profit Organizations (NPOs),Research,Internships,Research,,https://womenseconomiccouncil.ca/careers/,,PRE,,80
2025,Research Intern,Women's Economic Council,Government and NGO's/No-Profit Organizations (NPOs),Research,Internships,Research,,https://womenseconomiccouncil.ca/careers/,,PRE,,80
2025,Summer Research Intern,Women's Economic Council,Government and NGO's/No-Profit Organizations (NPOs),Research,Internships,Research,,https://womenseconomiccouncil.ca/careers/,,PRE,,80
2025,Partnership Development Representative,Workden.,Other,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/workden/about/,Hospitality,PRE,,40
2025,Partnerships Development Representative,Workden.,Other,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/workden/about/,Hospitality,PRE,,40
2025,Laborer,Zepto Contracting Ltd.,Other,Finance & Banking,Finance & Banking,,,https://zeptoasbestos.ca/,Construction,POST,Started during degree,80
2025,ESG Consultant,Zircon Industry Association,Other,Consulting & Advisory,Consulting & Advisory,,,https://www.zircon-association.org/,Mining,POST,,85
2025,Food Server,ZUBU Ramen,Other,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://byzubu.com/ramen/careers/,Food/Hospitality,PRE,,85
2024,Corporate Development Analyst,Aarista Technologies,Health/Policy/Research,Business & Enterprise,Business & Enterprise,,,https://aarista.com/,Business analytics,,,70
2024,Equity Research Associate,AlphaSense,Other,Research,Finance & Banking,Research,,https://www.alpha-sense.com/careers/,Software development,,,80
2024,Financial Associate I - Taxonomy,AlphaSense,,Finance & Banking,Finance & Banking,,,https://www.alpha-sense.com/careers/,,,,80
2024,Procurement Analyst,"Apollo Global Management, Inc.",Finance - Asset Management,Business & Enterprise,Operations and Supply Chain Management,,,https://www.apollo.com/careers,,POST,,70
2024,Team Lead,Aritzia,Other,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://www.aritzia.com/en/aritzia/corporate-hub/careers/careers-landing-page,Retail,,,80
2024,Graphic Design Artist,Baha Design,Other,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/bahadesign/,Graphic design,POST,,40
2024,"Consultant Trainee, Risk Advisory",Baker Tilly,Finance - Corporate Finance,Consulting & Advisory,Consulting & Advisory,,,https://www.bakertilly.ca/careers,,POST,,85
