Graduation Year,Role,Employer,Company's Industry,Role Category 1,Role Category 2,Role Category 3,Role Category 4,Career Webpage,Specify Other Industry,POST,Comments
2022,Consultant,Deloitte,Consulting,Consulting,,,,https://www.deloitte.com/global/en/careers/job-search.html,,POST,
2022,Senior Consultant,Deloitte,Consulting,Consulting,,,,https://www.deloitte.com/global/en/careers/job-search.html,,POST,
2022,"Learning Rover, Organizational Change Management Team",UBC Integrated Renewal Program,Academia,Other,,,,https://it.ubc.ca/projects/integrated-renewal-program,Technology,PRE,
2022,"Team Lead, Learning Rovers",UBC Integrated Renewal Program,Academia,Other,,,,https://it.ubc.ca/projects/integrated-renewal-program,Technology,PRE,
2022,Operations Management,Amazon,Other,Other,,,,https://hiring.amazon.ca/,E-Commerce,PRE,
2022,Project Assistant,Irving K. Barber Learning Centre,Academia,Academia,,,,https://ikblc.ubc.ca/,,PRE,
2022,Brand Ambassador,Kaplan Test Prep,Other,Marketing,,,,https://www.kaptest.com/,Education,PRE,
2022,"Associate, Management Consulting",PwC Canada,Consulting,Consulting,,,,https://jobs-ca.pwc.com/ca/en/home,,POST,
2022,Operations Associate,Heramb Petroleum,Other,Other,,,,,Manufacturing- Operations,POST,
2022,Associate Consultant,ADAPTOVATE,Consulting,Consulting,,,,https://www.adaptovate.com/about-us/careers/?trk=public_post-text,,POST,
2022,Senior Equity Analyst,Imperial College Business School: Student Investment Fund,Wealth Management,Finance - Private Equity,,,,,,POST,
2022,Business Development Associate,in-House,Government and NGO's/No-Profit Organizations (NPOs),Other,,,,,Business Development,POST,
2022,Teaching Assistant,UBC Sauder School of Business,Academia,Academia,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,Quantitative Research Analyst,Kamorra Capital,Finance - Asset Management,Data Science,,,,https://www.kamorracapital.com/careers,,PRE,
2022,Quantitative Portfolio Associate,RBC Investments,Wealth Management,Data Science,,,,https://jobs.rbc.com/ca/en,,POST,
2022,Business Technology Analyst,Deloitte,Consulting,Other,,,,https://www.deloitte.com/global/en/careers/job-search.html,Technology,POST,
2022,Trade Commissioner Assistant,Global Affairs Canada,Government and NGO's/No-Profit Organizations (NPOs),,,,,https://international.canada.ca/en/global-affairs/corporate/jobs,,PRE,
2022,Corporate Priorities Assistant,Trade & Invest British Columbia,Government and NGO's/No-Profit Organizations (NPOs),,,,,https://www.britishcolumbia.ca/,,PRE,
2022,Communications Assistant,Columbia Basin Trust,Government and NGO's/No-Profit Organizations (NPOs),Other,,,,,Communications,PRE,
2022,Special Events Coordinator,The Civic Theatre,Other,Other,,,,,Arts & Culture,PRE,
2022,Consultant,Deloitte,Consulting,Consulting,,,,https://www.deloitte.com/global/en/careers/job-search.html,,POST,
2022,UBC Student Ambassador,UBC,Academia,Academia,,,,https://hr.ubc.ca/careers,,POST,Started during degree
2022,Marketing Recruiting Assistant,UBC,Academia,Marketing,,,,https://hr.ubc.ca/careers,,PRE,
2022,Events Associate,AMS of UBC Vancouver,Academia,Academia,,,,https://www.ams.ubc.ca/opportunities/jobs/,,PRE,
2022,Special Projects Coordinator (Co-op),UBC Sauder School of Business,Academia,Academia,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,Financial Research Intern,StreetWire,Other,,,,,https://streetwire.net/,Real Estate  ,PRE,
2022,Equity Analyst and Digital Marketing,ICIC Prudential AMC Ltd.,Finance - Asset Management,,,,,https://www.icicipruamc.com/,,PRE,
2022,Finance Intern,The Times of India,Other,,,,,https://timesofindia.indiatimes.com/us,Media Production,PRE,
2022,Co-Founder,The Charity Cup,Other,,,,,https://thecharitycup.net/,Sports,PRE,
2022,Senior Account Executive,Procter & Gamble,Other,,,,,https://www.pgcareers.com/global/en,Consumer Goods,POST,
2022,Visitor Experience Specialist,Tourism Vancouver,Government and NGO's/No-Profit Organizations (NPOs),Other,,,,,Tourism,PRE,
2022,Political/Economic Intern,U.S Department of State,Government and NGO's/No-Profit Organizations (NPOs),Health/Policy/Research,,,,https://careers.state.gov/,Economics,PRE,
2022,Junior Trade Policy Analyst,Global Affairs Canada,Government and NGO's/No-Profit Organizations (NPOs),Health/Policy/Research,,,,https://international.canada.ca/en/global-affairs/corporate/jobs,,PRE,
2022,Office Administrator,Impact Recruitment,Other,Other,,,,https://impactrecruitment.ca/careers-at-impact/,Recruitment Agency - Administration,PRE,
2022,Executive Assistant,Impact Recruitment,Other,Other,,,,https://impactrecruitment.ca/careers-at-impact/,Recruitment Agency - Administration,POST,Started during degree
2022,Program Development Assistant,UBC VSE,Academia,Academia,,,,https://economics.ubc.ca/,,PRE,
2022,Customer Service Agent (Adventure Centre),Harbour Air Seaplanes,,,,,,https://harbourair.com/careers/,,PRE,
2022,Youth and Social Media Vounteer,Green Party of Canada,Government and NGO's/No-Profit Organizations (NPOs),,,,,https://www.greenparty.ca/en/careers,,PRE,
2022,Baker's Assistant,Safeway,,,,,,https://www.safeway.ca/careers,,PRE,
2022,Product Marketing Specialist,Jostle,Other,,,,,https://success.jostle.me/careers,Application Development,POST,
2022,Analyst,Cornerstone Research,,,,,,https://www.cornerstone.com/Careers/,,POST,
2022,Research Assistant,UBC VSE,,,,,,https://economics.ubc.ca/,,PRE,
2022,Investment Strategy and Risk Intern,BCI,,,,,,https://www.bci.ca/people/,,PRE,
2022,Accounting Associate,Bench Accounting,,,,,,https://www.bench.co/careers,,PRE,
2022,Research Assistant,Centre for Strategic Futures,,,,,,,,PRE,
2022,Strategic Communications Intern,Ministry of Foreign Affairs,,,,,,,,PRE,
2022,Investment Management Co-op,WorkSafe BC,,,,,,https://www.worksafebc.com/en/about-us/careers,,PRE,
2022,Research Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Treasury Analyst,PT HM Sampoerna Tbk,,,,,,https://www.sampoerna.com/en/careers,,PRE,
2022,Assistant Accountant,PT. Karunia Besar,,,,,,https://career.karuniagroup.co.id/,,PRE,
2022,"Analyst, Global Portfolio Management",QuadReal Property Group,,,,,,https://quadreal.com/careers/,,POST,
2022,"Associate, Global Portfolio Management",QuadReal Property Group,,,,,,https://quadreal.com/careers/,,POST,
2022,Management Consultant,EY,,,,,,https://www.ey.com/en_ca/careers,,POST,
2022,Researcher,Simbi Foundation,,,,,,https://simbifoundation.org/our-work-in-bc/,,POST,
2022,Business Analyst Intern,toCode.ai,,,,,,,,PRE,
2022,Market Research Intern,Madras Consultancy Group,,,,,,,,PRE,
2022,Stratergy Intern (virtual),"Incline Investment Advisors, LLC",,,,,,,,PRE,
2022,Business Development Associate,ThePlug Vancouver,,,,,,,,PRE,
2022,Business Analyst Intern,toCode.ai,,,,,,,,PRE,
2022,Logistics Intern,TAP Fresh Foods PVT LTD,,,,,,,,PRE,
2022,Intern,Versify,,,,,,,,PRE,
2022,Senior Consultant,EY,,,,,,https://www.ey.com/en_ca/careers,,POST,
2022,Private Tutor,Self-Employed,,,,,,,,POST,Started during degree
2022,Graduate Research Assistant,The London School of Economics and Political Science (LSE),,,,,,,,POST,
2022,Finance Coordinator,UBC,,,,,,,,POST,Started during degree
2022,Assistant Manager,Village Pub,,,,,,,,PRE,
2022,Analyst,Goldman Sachs,,,,,,,,POST,
2022,Undergraduate Student Researcher,Borealis AI,,,,,,,,POST,
2022,Computational Finance Intern,Axxela Advisory Services,,,,,,,,PRE,
2022,Freight Agent,SGC shipping services LLC,,,,,,,,PRE,
2022,Administrative Manager,MODEL CARGO,,,,,,,,POST,
2022,Accounting Technician,Refinery Leadership Partners,,,,,,,,POST,
2022,Academic Tutor,B U Learners,,,,,,,,POST,Started during degree
2022,Program Development Assistant,BBA Consultants,Consulting,,,,,,,POST,
2022,Game Developer,Self-Employed,Other,,,,,,,PRE,
2022,Program Development Assistant,VSE CC,Academia,,,,,,,PRE,
2022,Program Lead,VSE CC,Academia,,,,,,,PRE,
2022,Database Coordinator,Agriculture and Agri-Food Canada,Government and NGO's/No-Profit Organizations (NPOs),,,,,,,PRE,
2022,Peer Coach and Program Development Assistant,VSE CC,Academia,,,,,,,PRE,
2022,Referee,Calgary West Soccer Club,Other,,,,,,,PRE,
2022,Wedding Planner,Self-employed,Other,,,,,,,PRE,
2022,Summer Camp Counselor,WinSport,Other,,,,,,,PRE,
2022,Global Payments Specialist,Lululemon,Other,,,,,,,POST,
2022,"Product Manager, Payments",Lululemon,Other,,,,,,,POST,
2022,Research Professional,Analysis Group,Consulting,,,,,,Economics,POST,
2022,Research Professional Intern,Analysis Group,Consulting,,,,,,Economics,PRE,
2022,Policy and Research Assistant,"BC Ministry of Advanced Education, Skills and Training",Government and NGO's/No-Profit Organizations (NPOs),,,,,,,PRE,
2022,Research Assistant,UBC,Academia,,,,,https://hr.ubc.ca/careers,,PRE,
2022,"Project Lead, Climate Change",British Columbia Council for International Cooperation,Government and NGO's/No-Profit Organizations (NPOs),,,,,,,PRE,
2022,Senior Research Professional,Analysis Group,Consulting,,,,,,Economics,POST,
2022,Project Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,RCS Program Assistant,Iridia Medical,,,,,,,,PRE,
2022,Innovation and Operations Intern,Rentek,,,,,,,,PRE,
2022,UBC Jumpstart Orientation Leader,UBC,,,,,,,,PRE,
2022,Logistics & Operations Coordinator | Customer Service,Kajuyali,,,,,,,,PRE,
2022,"Int. Analysis, Network Planning",Wesjet,,,,,,,,POST,
2022,Business Analyst,McKinsey & Company,,,,,,,,POST,
2022,Summer Business Analyst,McKinsey & Company,,,,,,,,PRE,
2022,Undergraduate Research Assistant,UBC VSE,,,,,,https://economics.ubc.ca/,,PRE,
2022,eRecruitment Co-op Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,International Student Advising Assistant,UBC International Student Development,,,,,,,,PRE,
2022,Data Entry Clerk,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Economic Policy Intern- Inclusive Growth,UNDP,,,,,,,,PRE,
2022,Customer Service Representative,Bank of Africa,,,,,,,,PRE,
2022,Senior Business Analyst,McKinsey & Company,Consulting,,,,,https://www.mckinsey.com/ca/careers,,POST,
2022,Women in the Workforce Research Fellow,McKinsey & Company,Consulting,,,,,https://www.mckinsey.com/ca/careers,,POST,
2022,Youth League and Programs Manager,Calan Sports,,,,,,,,POST,
2022,Head of Hockey Analytics,UBC Thunderbirds and Sports Clubs,,,,,,,,POST,
2022,Clinical Operations Associate,TELUS  ,,,,,,,,POST,
2022,Fiber Technician,Bell Technical Solutions,,,,,,,,PRE,
2022,"Senior Analyst, Corporate Development",Gold Royalty Corp.,,,,,,,,POST,
2022,"Manager, Corporate Development and Investor Relations",Gold Royalty Corp.,,,,,,,,POST,
2022,Financial Analyst,Pavilion Renewables,,,,,,,,PRE,
2022,Undergraduate Research Assistant - Internship,Banco Central de Reserva del Perú - BCRP,,,,,,,,PRE,
2022,Research Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Senior Video Growth Manager,The Athletic,,,,,,,,POST,
2022,"Producer, Manager",The 33rd Team,,,,,,,,POST,Started during degree
2022,Content Creator,YouTube (self-employed),,,,,,,,POST,Started during degree
2022,NFL Writer,USA Today,,,,,,,,POST,
2022,Podcast Host and Producer,Bleav,,,,,,,,POST,Started during degree
2022,"Director of Marketing, Managing Editor","Texans Unfiltered Media, LLC",,,,,,,,POST,Started during degree
2022,Recruiting Assistant,UBC,,,,,,,,POST,Started during degree
2022,NFL Draft Scout and Writer,Sports Illustrated,,,,,,,,POST,Started during degree
2022,Property Accounting Intern,RioCan Real Estate Investment Trust,,,,,,,,POST,
2022,Microsoft,AI Architect,,,,,,,,POST,
2022,Business Analyst,FISPAN,,,,,,,,PRE,
2022,Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Business Officer,Prairies Economic Development Canada,,,,,,,,PRE,
2022,Customer Representative,Scotiabank,,,,,,,,PRE,
2022,Sales Consultant,Bell,,,,,,,,PRE,
2022,Student Office Assistant,Unifiller Systems,,,,,,,,PRE,
2022,Senior Analyst  ,Accenture,,,,,,,,POST,
2022,Strategy Consultant,Accenture,,,,,,,,POST,
2022,Global Monetization Strategy Expert,TikTok,,,,,,,,POST,
2022,Summer Intern,Tech Resources Limited,,,,,,,,PRE,
2022,Policy Analyst,Environment and Climate Change Canada,,,,,,,,PRE,
2022,Summer Analyst,Bloomberg NEF,,,,,,,,PRE,
2022,Analyst,McKinsey & Company,Consulting,,,,,https://www.mckinsey.com/ca/careers,,POST,Started during degree
2022,Senior Analyst,McKinsey & Company,Consulting,,,,,https://www.mckinsey.com/ca/careers,,POST,
2022,Business Student,Imperial College London,,,,,,,,POST,
2022,Co-Founder,E-commerce platform internship,,,,,,,,POST,Started during degree
2022,Strategy Department,PwC,,,,,,,,PRE,
2022,Fundraising Project founder,Fight COVID-19 Fundraising,,,,,,,,PRE,
2022,Marketing Project Manager,Kueis Education Centre,,,,,,,,PRE,
2022,Marketing Project Manager,"Shanghai Jiaoyun International Logistics Co., Ltd.",,,,,,,,PRE,
2022,Investment Department,China CITIC Bank,,,,,,,,PRE,
2022,Executive Board Member,Youth Hunger Mission Foundation,,,,,,,,PRE,
2022,Financial Data Analyst,Bell,,,,,,,,POST,
2022,Financial Data Analyst,Pomerleau,,,,,,,,POST,
2022,Salesforce Functional Consultant,Groundswell Cloud Solutions,Other,,,,,,IT,POST,
2022,Salesforce Consultant,GyanSys Inc,Other,,,,,,IT,POST,
2022,Marketing Consultant,Zunzi,,,,,,,,POST,
2022,Co-Managing Editor of the IONA Exchange,IONA Journal of Economics,,,,,,,,PRE,
2022,Business Consultant with Strategy team at EY India,EY,,,,,,https://www.ey.com/en_ca/careers,,PRE,
2022,Junior Consultant,Talented Business Solutions Inc,,,,,,,,PRE,
2022,Orientation Leader for the Jumpstart program,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Research Intern,Purnartha PMS,,,,,,,,PRE,
2022,Junior Editor and Exchange Writer,IONA Journal of Economics,,,,,,,,PRE,
2022,Sponsorship coordinator,TEDxPune,,,,,,,,PRE,
2022,Salesforce Consultant,Gen25,,,,,,,,POST,
2022,Senior Salesforce Consultant,Gen25,,,,,,,,POST,
2022,Front Store Supervisor,Shopper Drug Mart,,,,,,,,POST,Started during degree
2022,Rules Planner (External Support),Yoka Games,,,,,,,,POST,
2022,Visual Supportive Associate,Harry Rosen,,,,,,,,PRE,
2022,Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Finance Assistant,Centre for Cardiovascular Innovation,,,,,,,,PRE,
2022,Administrative Assistant,Quantum Academy,,,,,,,,PRE,
2022,Social Media Director,TORJA Inc.,,,,,,,,PRE,
2022,Editor,TORJA Inc.,,,,,,,,PRE,
2022,Barista,"Paul Bakery, Patisserie, Café & Restaurant Canada",,,,,,,,PRE,
2022,Sales And Marketing Associate,Blackjack Food Trading Inc.,,,,,,,,PRE,
2022,Server,Suika Japanese Restaurant,,,,,,,,PRE,
2022,Teaching Assistant,YMCA Japan,,,,,,,,PRE,
2022,Personal Banking Associate,TD,,,,,,,,POST,
2022,Consultant,Deloitte,,,,,,,,POST,
2022,Residence Advisor,UBC Student Housing and Hospitality Services,,,,,,,,PRE,
2022,Project Manager,VSE CC,,,,,,,,PRE,
2022,Business Development Specialist,TUEX International Education,,,,,,,,PRE,
2022,General Member,"National Residence Hall Honorary, Thunderbird Chapter",,,,,,,,PRE,
2022,Vice President of Finance,Place Vanier Residence Association,,,,,,,,PRE,
2022,Floor Representative,Place Vanier Residence Association,,,,,,,,PRE,
2022,Vice President Logistics,Party Well,,,,,,,,PRE,
2022,Head Of Logistics,TEDx,,,,,,,,PRE,
2022,Head of Logistics & Administration,Model United Nations,,,,,,,,PRE,
2022,Save the K9s Project Head,Save the K9s,,,,,,,,PRE,
2022,"Experienced Associate, Workforce of the Future",PwC,,,,,,,,POST,
2022,"UBC Equity and Inclusion Office: Research Assistant, Inclusion Initiatives",UBC,Academia,Academia,,,,https://hr.ubc.ca/careers,,PRE,
2022,"Project Coordinator- Equity, Diversity, and Inclusion","Department of Pathology and Laboratory Medicine, UBC",,,,,,,,PRE,
2022,Legal Intern,judd Ulrich Scarlett Wickman & Dean P.A.,,,,,,,,PRE,
2022,Finance Intern,"AVIANCE CAPITAL MANAGEMENT, LLC",,,,,,,,PRE,
2022,Co-Founder,Plufl,,,,,,,,POST,
2022,"Senior Associate, Consulting",PwC,,,,,,,,POST,
2022,Garde Manger,Maple Leaf Tavern,,,,,,,,POST,
2022,Apprentice,GreenPortfolio,,,,,,,,PRE,
2022,"Supervisor, Baker, Barista and Senior Staff Member",Great Dane Coffee,,,,,,,,PRE,
2022,Learning and Development Intern,Sun Life,,,,,,,,PRE,
2022,Exchange Writer,IONA Journal of Economics,,,,,,,,PRE,
2022,Co-President,UBC Environmental Policy Association,,,,,,,,PRE,
2022,Summer Intern,Aurum Equity Partners LLP,,,,,,,,PRE,
2022,Account Coordinator,XMC - the Official Sponsorship and Experiential Marketing Agency,,,,,,,,POST,
2022,Data Analyst - Research Area Specialist,Institute for Social Research,Government and NGO's/No-Profit Organizations (NPOs),Data Science,,,,,,POST,
2022,Research Assistant,UBC,Academia,Academia,,,,https://hr.ubc.ca/careers,,PRE,
2022,Consultant,The World Bank,Government and NGO's/No-Profit Organizations (NPOs),Consulting,,,,,,POST,
2022,Firstweek Events Ambassador,AMS of UBC Vancouver,,,,,,,,PRE,
2022,Head Tennis Coach,Saint Paul Urban Tennis,,,,,,,,PRE,
2022,Service Agent,Entreprise Rent-A-Car,,,,,,,,PRE,
2022,Business Development and Operations,Bounce,,,,,,,,POST,
2022,Canadian Campus Operations Manager,Bounce,,,,,,,,POST,
2022,Co-Founder,Apex Pricing,,,,,,,,POST,
2022,Consultant,Simon-Kucher,,,,,,,,POST,
2022,Senior Consultant,Simon-Kucher,,,,,,,,POST,
2022,Banking Technology Consultant,EY,,,,,,https://www.ey.com/en_ca/careers,,POST,
2022,Undergraduate Research Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,Consultant,Oppos,,,,,,,,POST,
2022,Business Analyst,Fidelity Canada,,,,,,,,POST,
2022,Equity Research Intern,"Shenwan Hongyuan Securities Co., Ltd.",,,,,,,,POST,
2022,Equity Research Intern,Orient Securities,,,,,,,,PRE,
2022,Equity Financing Intern,"Huatai Securities Co., Ltd.",,,,,,,,PRE,
2022,Customer Service Assistant,Bank of China,,,,,,,,PRE,
2022,Database Administrator,Cypress Capital Management Ltd.,,,,,,,,POST,
2022,Customer Service Representative,TD,,,,,,,,POST,
2022,Business Analyst,Fintelics,,,,,,,,POST,
2022,Financial Advisor and Accountant,Plantish Future,,,,,,,,PRE,
2022,Server,Tapestry,,,,,,,,PRE,
2022,WIA Mentorship Program Mentee,Women in Animation,,,,,,,,PRE,
2022,Sales Marketing Analyst,TwinsMusic Enterprises,,,,,,,,PRE,
2022,Assisant Portfolio Manager,BOCI,,,,,,,,PRE,
2022,Research Assistant,Bank of China,,,,,,,,PRE,
2022,Database Administrator,Cypress Capital Management Ltd.,,,,,,,,PRE,
2022,Account Manager,Amazon,,,,,,,,POST,
2022,Sales Automation PM,Amazon,,,,,,,,POST,
2022,Senior Intern Analyst,CPP Investments,,,,,,,,POST,
2022,Market Research Intern,Sanctuary AI,,,,,,,,PRE,
2022,English Program Assistant,UBC Learning Exchange,,,,,,,,PRE,
2022,Economic Data Scientist,Environics Analytics,,,,,,,,POST,
2022,Global Markets Analyst,RBC Capital Markets,,,,,,,,POST,
2022,Quantitative Analyst,StreetWise,,,,,,,,PRE,
2022,Investment Banking Analyst,RBC Capital Markets,,,,,,,,POST,
2022,Transfer Agent,Endeavor Trust,,,,,,,,POST,
2022,Project Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,Financial Analyst,Blockalicious LLC,,,,,,,,PRE,
2022,Research Assistant,VSE UBC,,,,,,,,PRE,
2022,Director of Fundraising,Envision Fundraising,,,,,,,,POST,Started during degree
2022,Market Researcher,"Incline Investment Advisors, LLC",,,,,,,,PRE,
2022,Service Sector employee,Save-On-Foods,,,,,,,,PRE,
2022,Business Analysis,Watson Board Advisors,,,,,,,,POST,
2022,Research Analyst,Genpact,,,,,,,,PRE,
2022,Teaching Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,Arts Student Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Admissions and Office Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,Residence Advisor,UBC Housing and Hospitality Services,,,,,,,,PRE,
2022,Summer Intern,EY,,,,,,https://www.ey.com/en_ca/careers,,PRE,
2022,Research Analyst,Corporate Knights,,,,,,,,POST,
2022,Senior Research Analyst,Corporate Knights,,,,,,,,POST,
2022,Business Development Associate,PSO Space,,,,,,,,POST,
2022,Freelance SAT Math Tutor,Self-EMployed,,,,,,,,POST,
2022,Event Staff & Directional Host,BBW International Event Staff,,,,,,,,POST,Started during degree
2022,Teaching Assistant,UBC,,,,,,,,PRE,
2022,Private Wealth Management Intern,Kiatnakin Phatra Financial Group,,,,,,,,PRE,
2022,Marketing Assistant (Dusit Real Foods - KAUAI),Dusit International,,,,,,,,PRE,
2022,Fiscal Policy Office Intern,Ministry of Finance Thailand,,,,,,,,PRE,
2022,Business Development Associate,Klook,,,,,,,,POST,
2022,Sustainability Associate,Klook,,,,,,,,POST,
2022,Economists,Fiscal Realities Economists,,,,,,,,POST,Started during degree
2022,Management Consulting Analyst,Accenture,,,,,,,,POST,
2022,Management Consulting Senior Analyst,Accenture,,,,,,,,POST,
2022,Associate Project Manager,AlgaeCal Inc.,,,,,,,,POST,
2022,Associate Digital Marketing Coordinator,AlgaeCal Inc.,,,,,,,,POST,
2022,Digital Marketing Coordinator,AlgaeCal Inc.,,,,,,,,POST,
2022,Account Manager,Impro.AI,,,,,,,,POST,Started during degree
2022,Accounts Receivable Specialist,Kuehne+Nagel,,,,,,,,POST,
2022,Co-Founder,Plufl,,,,,,,,POST,
2022,Assistant Economist,"Department for Environment, Food and Rural Affairs",,,,,,,,POST,
2022,Economist,Deparment for Health and Social Care,,,,,,,,POST,
2022,"Senior Consultant, Government and Public Services Solutions",Deloitte,,,,,,,,POST,
2022,"Associate, Government Advisory",Tony Blair Institute for Global Change,,,,,,,,POST,
2022,Wealth Sales Coordinator,Sun Life Global Investments,,,,,,,,POST,
2022,Wealth Sales Representative,Sun Life Global Investments,,,,,,,,POST,
2022,Data Coordinator,Simon Fraser University,,,,,,,,POST,
2022,Startup Project Administration Officer,Launch Path Inc.,,,,,,,,POST,
2022,FP&A Customer Success Manager,Datarails,,,,,,,,POST,
2022,Implementation and Customer Success,Campfire,,,,,,,,POST,
2022,Commercial Sales Analyst,BMO Commercial Bank,,,,,,,,POST,
2022,Associate - Treasury & Payment Solutions,BMO Commercial Bank,,,,,,,,POST,
2022,Consultant - Finance Strategy & Transformation,EY,,,,,,https://www.ey.com/en_ca/careers,,POST,
2022,Senior Consultant - Finance Strategy & Transformation,EY,,,,,,https://www.ey.com/en_ca/careers,,POST,
2022,Analyst - Investment Operations,Ares Management Corporation,,,,,,,,POST,
2022,Associate - Investment Operations,Ares Management Corporation,,,,,,,,POST,
2022,"Analyst, Investment Consulting",Aon,,,,,,,,POST,
2022,Park Ranger - BC Parks,Government of British Columbia,Government and NGO's/No-Profit Organizations (NPOs),Other,,,,,Outdoor Conservation,PRE,
2022,Filmmaker and Photographer,Self-Employed,Other,Other,,,,,Freelance - Photography,PRE,
2022,Research Assistant,UBC,Academia,Academia,,,,https://hr.ubc.ca/careers,Research,PRE,
2022,SAR Crew Member,Canadian Coast Guard,Government and NGO's/No-Profit Organizations (NPOs),Other,,,,,Maritime Safety,PRE,
2022,Lifeguard/Receptionist,Overlake Gold & Country Club,Other,Other,,,,,Hospitality - Aquatic Safety/Administration,PRE,
2022,Head Lifeguard and Swim Instructor,Killarney Circle Pool,Other,Other,,,,,Outdoor Swimming Facility - Aquatic Safety,PRE,
2022,Barista,Honor Coffee,Other,Other,,,,,Food Services,PRE,
2022,International Program Coordinator,Colcocoa,Other,Other,,,,,Food Services - Business Development,PRE,
2022,Management Consultant Intern,Niviera Co.,Consulting,Consulting,,,,,,PRE,
2022,Co-op Intern,National Research Council Canada,Government and NGO's/No-Profit Organizations (NPOs),Health/Policy/Research,,,,,Food Services,PRE,
2022,Team Associate/Barista,Bellden Cafe,Other,Other,,,,,Food Services,PRE,
2022,Junior Economist,BDC,Government and NGO's/No-Profit Organizations (NPOs),Other,,,,,,PRE,
2022,Event Coordinator,Urban Rec Vancouver,Other,Other,,,,,Sports,PRE,
2022,Business Development Intern,Türkiye Petrolleri A.O. ,Other,Other,,,,,Oil and Gas Production - Business Development,PRE,
2022,Junior Marketing Representative,Alliance Concepts,Consulting,Marketing,,,,,,PRE,
2022,Leader Marketing Representative,Alliance Concepts,Consulting,Marketing,,,,,,PRE,
2022,Sales and Marketing Intern,Impro.AI,Consulting,Marketing,,,,,,PRE,
2022,Marketing Coordinator,Impro.AI,Consulting,Marketing,,,,,,PRE,
2022,Commercial Operations Specialist,Impro.AI,Consulting,,,,,,,POST,
2022,BC Forensics League Lab Assistant,BC Forensics League Association,,,,,,,,PRE,
2022,Junior Caller,Call Center Work Learn,,,,,,,,PRE,
2022,BC Academy Summer Camp Head Coach,BC Forensics League Association,,,,,,,,PRE,
2022,Barista & Cashier,Gourmet Cup Beverage Station,,,,,,,,PRE,
2022,Junior Economist,Fisheries and Oceans Canada,,,,,,,,PRE,
2022,Summer Programs Office Administrator,St. Albans School (D.C.),Academia,,,,,,,PRE,
2022,Business Development Intern,St. Albans School (D.C.),Academia,,,,,,,PRE,
2022,Marketing Representative,Wize,,Marketing,,,,,,PRE,
2022,Summer Analyst,Charles River Associates,Consulting,,,,,,,PRE,
2022,Project Lead,Association of Family Offices in Asia,Government and NGO's/No-Profit Organizations (NPOs),,,,,,,PRE,
2022,Carbon Trading Research Assistant,Norman B. Keevil Institute of Mining Engineering,Academia,,,,,,,PRE,
2022,Analyst Intern,Criterium Group,Consulting,,,,,,,PRE,
2022,Consulting Summer Analyst,Accenture,Consulting,Consulting,,,,,,PRE,
2022,Life Cycle Analysis Research Lead,BRIMM,,,,,,,,PRE,
2022,Labs Batch 8 Founder,LOI,,,,,,,,PRE,
2022,Supervisor,Cinnabon,,,,,,,,PRE,
2022,Youth Counselor,The Y (YMCA),,,,,,,,PRE,
2022,Research Associate,UBC Office of Regional International Community Engagement (ORICE),Academia,,,,,,,PRE,
2022,BIE peer academic advisor,Vancouver School of Economics at UBC,Academia,,,,,,,PRE,
2022,Research Associate,NORML,Government and NGO's/No-Profit Organizations (NPOs),,,,,,,PRE,
2022,Quantitative Research Assistant,UBC  ,Academia,,,,,,,PRE,
2022,Student Placement Health Economist,Department of Health and Social Care,Government and NGO's/No-Profit Organizations (NPOs),,,,,,,PRE,
2022,Research Assistant,The London School of Economics and Political Science (LSE),Academia,,,,,,,PRE,
2022,Consituency Assistant,Parliament of Canada,Government and NGO's/No-Profit Organizations (NPOs),,,,,,,PRE,
2022,"Junior Adviser, Permanent Mission of Canada to the United Nations in New York City",United Nations,Government and NGO's/No-Profit Organizations (NPOs),,,,,,,PRE,
2022,"Consultant, Public Sector Transformation",Deloitte,Consulting,,,,,,,PRE,
2022,Various Analyst Roles,Government of Canada,Government and NGO's/No-Profit Organizations (NPOs),,,,,,,PRE,
